,Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,https://tripadvisor.com
97,Mancora Cebicheria,Paris,"'Peruvian', 'Seafood', 'South American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",98,4.5,$$ - $$$,323,"'Super ceviche with warm staff!', 'Amazing food! #foodcoma #yum', '01/05/2018', '12/09/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d9767590-Reviews-Mancora_Cebicheria-Paris_Ile_de_France.html
98,le papacionu,Paris,"'Italian', 'Pizza', 'Vegetarian Friendly', 'Vegan Options'",99,4.5,$$ - $$$,428,"'amazing', 'Very popular pizza restaurant', '12/21/2017', '09/29/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d5532633-Reviews-Le_papacionu-Paris_Ile_de_France.html
99,L'Annexe,Paris,"'French', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",100,4.5,$$ - $$$,540,"'Special family dinner in wonderful Montmar...', 'Good choice', '01/07/2018', '01/04/2018'",https://tripadvisor.com/Restaurant_Review-g187147-d1991471-Reviews-L_Annexe-Paris_Ile_de_France.html
100,Pottoka,Paris,"'French', 'European', 'Vegetarian Friendly'",101,4.5,,942,"'French Tapas?', 'Another Top-Notch Dinner!!!', '01/03/2018', '01/01/2018'",https://tripadvisor.com/Restaurant_Review-g187147-d2219847-Reviews-Pottoka-Paris_Ile_de_France.html
101,Jean Yves of Chef Jean-Yves' Table,Paris,"'French', 'Asian', 'Fusion', 'Gastropub'",102,5,$$ - $$$,84,"'Wonderful experience!', 'A dining experience to remember.', '12/30/2017', '12/12/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d11752078-Reviews-Jean_Yves_of_Chef_Jean_Yves_Table-Paris_Ile_de_France.html
102,Fermier Gourmet,Paris,"'French', 'American', 'Barbecue', 'European', 'Street Food', 'Vegetarian Friendly', 'Gluten Free Options'",103,4.5,$,269,"'Small cozy place', 'Wow amazing food', '12/26/2017', '12/11/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d10451454-Reviews-Fermier_Gourmet-Paris_Ile_de_France.html
103,A L'endroit,Paris,"'French', 'European', 'Delicatessen'",104,4.5,$$ - $$$,357,"'Excellent Bistro in an out-of-the-way loca...', 'Absolutely Delicious', '12/02/2017', '09/21/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d6523426-Reviews-A_L_endroit-Paris_Ile_de_France.html
104,Comptoir Gourmet,Paris,"'Italian', 'European', 'Vegetarian Friendly', 'Vegan Options'",105,4.5,$$ - $$$,496,"'Good quality, fine atmosphere but rather e...', 'Two years later - the quality went even hi...', '01/07/2018', '01/03/2018'",https://tripadvisor.com/Restaurant_Review-g187147-d4063323-Reviews-Comptoir_Gourmet-Paris_Ile_de_France.html
105,Chez Max et Nico,Paris,"'French', 'European', 'Vegetarian Friendly'",106,4.5,$$ - $$$,210,"'Relaxed, warm ambience - good value', 'Lovely dinner in Paris', '12/29/2017', '12/08/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d8374123-Reviews-Chez_Max_et_Nico-Paris_Ile_de_France.html
106,L'Arcane,Paris,"'French', 'Vegetarian Friendly'",107,5,$$$$,112,"'Sensational', 'Simply Brilliant!', '12/07/2017', '10/15/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d10837643-Reviews-L_Arcane-Paris_Ile_de_France.html
107,Le Petit Littre,Paris,"'French', 'European', 'Vegetarian Friendly'",108,4.5,$$ - $$$,403,"'Best beef tartare ever!!', 'Great dinner in a cosy bistro', '01/05/2018', '12/18/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d3693142-Reviews-Le_Petit_Littre-Paris_Ile_de_France.html
108,Le Cabanon de la Butte,Paris,"'French', 'European', 'Vegetarian Friendly'",109,4.5,$$ - $$$,226,"'Xmas eve', 'Cost with fabulous views', '12/24/2017', '12/23/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d2720894-Reviews-Le_Cabanon_de_la_Butte-Paris_Ile_de_France.html
109,Le Jourdain,Paris,"'French', 'Seafood', 'European', 'Gastropub', 'Gluten Free Options'",110,4.5,$$ - $$$,323,"'Original and intimate. A must if in the ne...', 'Great food and service!', '12/17/2017', '12/02/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d7049541-Reviews-Le_Jourdain-Paris_Ile_de_France.html
110,4 Pat,Paris,"'Italian', 'French', 'European', 'Vegetarian Friendly'",111,4.5,$,342,"'Great place', 'Soooo funny', '12/27/2017', '12/12/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d2316728-Reviews-4_Pat-Paris_Ile_de_France.html
111,Restaurant David Toutain,Paris,"'French', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",112,4.5,$$$$,564,"'Not quite good as last time', 'Amazing experience', '01/05/2018', '12/26/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d6115029-Reviews-Restaurant_David_Toutain-Paris_Ile_de_France.html
112,Il Farniente,Paris,"'Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options'",113,4.5,$$ - $$$,301,"'Awesome place for fresh and tasty pasta wi...', 'Very well', '12/11/2017', '07/25/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d3735141-Reviews-Il_Farniente-Paris_Ile_de_France.html
113,L'Acolyte de L'Insolite,Paris,"'French', 'European'",114,4.5,$$ - $$$,164,"'Incredible value', 'Amazing', '10/30/2017', '10/29/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d7139067-Reviews-L_Acolyte_de_L_Insolite-Paris_Ile_de_France.html
114,Il grano,Paris,"'Pizza', 'Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",115,4.5,$$ - $$$,433,"'10/10', 'Beautiful Pizza!', '11/29/2017', '11/24/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d10622104-Reviews-Il_grano-Paris_Ile_de_France.html
115,La Jacobine,Paris,"'French', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",116,4.5,$$ - $$$,1857,"'Excellent dishes and good service', 'Paris at its best', '01/09/2018', '01/08/2018'",https://tripadvisor.com/Restaurant_Review-g187147-d742400-Reviews-La_Jacobine-Paris_Ile_de_France.html
116,NEW JHELUM,Paris,"'Indian', 'Pakistani', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",117,4.5,$$ - $$$,290,"'Perfect, perfect', 'Really great indian food', '12/31/2017', '12/30/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d9566600-Reviews-NEW_JHELUM-Paris_Ile_de_France.html
117,Chef Garozzo Restaurant Italien Sicilien,Paris,"'Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly'",118,4.5,$$ - $$$,425,"'Very gold', 'Delighted', '12/29/2017', '12/17/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d8372567-Reviews-Chef_Garozzo_Restaurant_Italien_Sicilien-Paris_Ile_de_France.html
118,Le Reciproque,Paris,"'French', 'European', 'Contemporary'",119,5,$$ - $$$,140,"'Great food served in a very friendly atmos...', ""The best 35€ menu we've ever had!!"", '10/19/2017', '08/09/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d10002410-Reviews-Le_Reciproque-Paris_Ile_de_France.html
119,Le Pre Catelan,Paris,"'French', 'European', 'Vegetarian Friendly'",120,4.5,$$$$,833,"'Most Spectacular Ever?', 'Amazing place and excellent French food!', '11/08/2017', '10/31/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d719226-Reviews-Le_Pre_Catelan-Paris_Ile_de_France.html
120,Little Breizh,Paris,"'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",121,4.5,$,780,"'Perfect End To Our Paris Holiday!', 'Best place for crepes and fast', '12/17/2017', '12/10/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d2081997-Reviews-Little_Breizh-Paris_Ile_de_France.html
121,Restaurant Lasserre,Paris,"'French', 'European', 'Vegetarian Friendly', 'Gluten Free Options'",122,4.5,$$$$,651,"'Wonderful Service Wonderful Food', 'Amazing experience', '12/29/2017', '12/22/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d780426-Reviews-Restaurant_Lasserre-Paris_Ile_de_France.html
122,Arnaud Nicolas,Paris,"'French', 'European', 'Delicatessen', 'Pub', 'Gastropub', 'Vegetarian Friendly'",123,5,$$$$,118,"'Fabulous dinner', 'Amazing food experience', '12/02/2017', '10/07/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d12423849-Reviews-Arnaud_Nicolas-Paris_Ile_de_France.html
123,Saigon Pantheon,Paris,"'Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",124,4.5,$$ - $$$,811,"'Worth a try', 'Excellent meal', '01/06/2018', '11/13/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d3438362-Reviews-Saigon_Pantheon-Paris_Ile_de_France.html
124,Le Volant,Paris,"'French', 'European'",125,4.5,$$ - $$$,491,"'The crowd told a story', 'Absolutely perfect', '01/04/2018', '11/10/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d719479-Reviews-Le_Volant-Paris_Ile_de_France.html
125,Chez Marcel,Paris,"'French', 'Vegetarian Friendly'",126,4.5,$$ - $$$,710,"'Super', 'Formidable!', '12/20/2017', '12/11/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d714983-Reviews-Chez_Marcel-Paris_Ile_de_France.html
126,Restaurant du Palais Royal,Paris,"'French', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",127,4.5,$$$$,315,"'Perfect in every way', 'Will come back every time I’m in Paris', '01/07/2018', '11/12/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d719869-Reviews-Restaurant_du_Palais_Royal-Paris_Ile_de_France.html
127,Kraft Hot Dogs,Paris,"'American', 'Fast Food'",128,4.5,$,357,"'Delicious', 'Wicked Good Hot Dogs', '12/27/2017', '12/21/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d8048041-Reviews-Kraft_Hot_Dogs-Paris_Ile_de_France.html
128,Restaurant Le W,Paris,"'French', 'European'",129,4.5,$$$$,419,"'Unexpected delight', 'Wonderful service and presentation', '12/28/2017', '09/21/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d720150-Reviews-Restaurant_Le_W-Paris_Ile_de_France.html
129,Les Tantes Jeanne,Paris,"'French', 'European', 'Vegetarian Friendly', 'Gluten Free Options'",130,4.5,$$$$,977,"'Top restaurant in Paris', 'Amazing!', '12/09/2017', '12/07/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d3522112-Reviews-Les_Tantes_Jeanne-Paris_Ile_de_France.html
130,Restaurant La Pie Noir,Paris,"'French', 'European', 'Vegetarian Friendly', 'Gluten Free Options'",131,5,$$ - $$$,97,"'AWESOME!!!', 'Must visit!', '01/06/2018', '01/05/2018'",https://tripadvisor.com/Restaurant_Review-g187147-d12182791-Reviews-Restaurant_La_Pie_Noir-Paris_Ile_de_France.html
131,Cuisine et Dependances,Paris,"'French', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",132,4.5,$$ - $$$,366,"""Can't Fault the Flavour"", 'Great friendly, vibrant restaurant with a...', '01/04/2018', '12/05/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d7112951-Reviews-Cuisine_et_Dependances-Paris_Ile_de_France.html
132,Le Louis,Paris,"'French', 'European', 'Vegetarian Friendly', 'Gluten Free Options'",133,4.5,$$ - $$$,746,"'Great restaurant to spend time eating at a...', 'Great food, excellent music', '01/03/2018', '12/29/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d7088641-Reviews-Le_Louis-Paris_Ile_de_France.html
133,La Pause Libanaise,Paris,"'Lebanese', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options'",134,4.5,$,305,"'Worth a visit - good food, good prices', 'Small, but good!', '01/07/2018', '12/12/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d6028549-Reviews-La_Pause_Libanaise-Paris_Ile_de_France.html
134,Le Relais Gascon,Paris,"'French', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",135,4.5,$$ - $$$,1666,"'Fantastic experience', 'Fantastic salad, generous portions', '01/07/2018', '01/06/2018'",https://tripadvisor.com/Restaurant_Review-g187147-d719405-Reviews-Le_Relais_Gascon-Paris_Ile_de_France.html
135,Les Botanistes,Paris,"'French', 'European', 'Vegetarian Friendly', 'Gluten Free Options'",136,4.5,$$ - $$$,382,"'A nice little bistro', 'What a delight!', '11/30/2017', '11/27/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d1991492-Reviews-Les_Botanistes-Paris_Ile_de_France.html
136,Comptoir de la Gastronomie,Paris,"'French', 'European'",137,4.5,$$ - $$$,936,"'Paris', 'Duck Liver or Goose Liver', '01/04/2018', '01/03/2018'",https://tripadvisor.com/Restaurant_Review-g187147-d1049074-Reviews-Comptoir_de_la_Gastronomie-Paris_Ile_de_France.html
137,Loco,Paris,"'Steakhouse', 'Latin', 'Barbecue', 'Argentinean'",138,4.5,$$ - $$$,357,"'The best...', 'Really good Argentinian', '01/01/2018', '11/25/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d10222301-Reviews-Loco-Paris_Ile_de_France.html
138,Le Tournebievre,Paris,"'French', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",139,4.5,$$ - $$$,1054,"'Nice and tasty!', 'Relaxed and welcoming place to eat', '12/27/2017', '12/02/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d1381954-Reviews-Le_Tournebievre-Paris_Ile_de_France.html
139,le petit canard,Paris,'French',140,4.5,$$ - $$$,558,"'Best meal EVER!', 'I will come back again', '12/20/2017', '12/12/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d1094788-Reviews-Le_petit_canard-Paris_Ile_de_France.html
140,Chez Arnaud,Paris,"'Italian', 'French', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options'",141,4.5,$,433,"'Outstanding pizza (and burger) place in Ea...', 'Lovely Restaurant!', '10/24/2017', '10/13/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d6762652-Reviews-Chez_Arnaud-Paris_Ile_de_France.html
141,Canard & Champagne,Paris,"'French', 'European'",142,4.5,$$ - $$$,565,"'A quacking evening', 'Dinner was amazing', '01/01/2018', '12/22/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d9821217-Reviews-Canard_Champagne-Paris_Ile_de_France.html
142,Rouge Bis,Paris,"'French', 'Bar', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",143,4.5,$$ - $$$,779,"'Great experience especially very close to...', 'Yummy food, good service', '01/02/2018', '12/30/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d8435961-Reviews-Rouge_Bis-Paris_Ile_de_France.html
143,Tesoro d'Italia,Paris,"'Italian', 'Mediterranean', 'European', 'Vegetarian Friendly'",144,4.5,$$ - $$$,493,"'Taste good. Fast prepared. Not expensive.', 'Fresh Pasta and Friendly Staff', '12/23/2017', '11/25/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d1726526-Reviews-Tesoro_d_Italia-Paris_Ile_de_France.html
144,Le Hide,Paris,"'French', 'European', 'Vegetarian Friendly'",145,4.5,$$ - $$$,1077,"'Incredible food', 'Super bistro', '01/05/2018', '01/05/2018'",https://tripadvisor.com/Restaurant_Review-g187147-d1557583-Reviews-Le_Hide-Paris_Ile_de_France.html
145,Les Poulettes Batignolles,Paris,"'French', 'European', 'Spanish', 'Vegetarian Friendly'",146,4.5,$$ - $$$,415,"'Combinations of flavours', 'French/Spanish ! Surprisingly interesting', '12/30/2017', '12/30/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d6694455-Reviews-Les_Poulettes_Batignolles-Paris_Ile_de_France.html
146,Le Grand Vefour,Paris,"'French', 'European', 'Vegetarian Friendly'",147,4.5,$$$$,834,"'GREAT FOR LUNCH', 'Food was excellent', '01/03/2018', '01/02/2018'",https://tripadvisor.com/Restaurant_Review-g187147-d719131-Reviews-Le_Grand_Vefour-Paris_Ile_de_France.html
147,Le Touareg,Paris,"'African', 'Moroccan', 'Mediterranean', 'Middle Eastern', 'Tunisian', 'Vegetarian Friendly', 'Vegan Options', 'Halal'",148,4.5,$$ - $$$,280,"'North African cuisine in Paris', 'Fantastic', '10/07/2017', '10/02/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d810763-Reviews-Le_Touareg-Paris_Ile_de_France.html
148,Le Maharaja,Paris,"'Indian', 'Sri Lankan', 'Vegetarian Friendly', 'Vegan Options'",149,4.5,$$ - $$$,387,"'Delicious food and friendly service', 'My favourite Indian restaurant in the whol...', '12/29/2017', '11/06/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d793280-Reviews-Le_Maharaja-Paris_Ile_de_France.html
149,Mardi Crepe Club,Paris,"'French', 'European', 'Contemporary', 'Street Food', 'Diner', 'Vegetarian Friendly', 'Vegan Options'",150,4.5,$$ - $$$,157,"'Great little place', 'Thanks Max!', '11/30/2017', '11/02/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d10999883-Reviews-Mardi_Crepe_Club-Paris_Ile_de_France.html
150,Pizza Caratello,Paris,"'Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options'",151,4.5,$$ - $$$,418,"'Amazing', 'Great Italian Restarant', '01/05/2018', '12/29/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d3784592-Reviews-Pizza_Caratello-Paris_Ile_de_France.html
151,Le Boudoir,Paris,"'French', 'European', 'Gastropub', 'Vegetarian Friendly'",152,4.5,$$$$,537,"'Funtime !!', 'Meat pie meets French Terrines', '01/03/2018', '12/29/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d1035413-Reviews-Le_Boudoir-Paris_Ile_de_France.html
152,Babalou,Paris,"'Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options'",153,4.5,$$ - $$$,904,"'Great pizza!', 'Excellent!', '01/07/2018', '12/29/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d814619-Reviews-Babalou-Paris_Ile_de_France.html
153,Kitchen Galerie Bis,Paris,"'French', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",154,4.5,$$$$,509,"'Good meal', 'Fantastique!', '10/29/2017', '10/22/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d1642811-Reviews-Kitchen_Galerie_Bis-Paris_Ile_de_France.html
154,Blueberry,Paris,"'Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",155,4.5,$$ - $$$,516,"'Particular', 'Perfect Sushi', '12/12/2017', '11/08/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d4097673-Reviews-Blueberry-Paris_Ile_de_France.html
155,Pizza Rossi,Paris,"'Italian', 'Pizza', 'Vegetarian Friendly', 'Vegan Options'",156,4.5,$,745,"'Expanded for the better?', 'Pizza time!!', '12/21/2017', '11/09/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d2286709-Reviews-Pizza_Rossi-Paris_Ile_de_France.html
156,Le Sanglier Bleu,Paris,"'French', 'European', 'Gastropub', 'Vegetarian Friendly'",157,4.5,$$ - $$$,401,"'AMAZING - service and food!!', 'Good quality french food', '12/31/2017', '12/23/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d6385496-Reviews-Le_Sanglier_Bleu-Paris_Ile_de_France.html
157,Le 14 Juillet,Paris,"'French', 'European', 'Vegetarian Friendly'",158,4.5,$$ - $$$,401,"'Great food and attentive service', 'a wonderfully French experience', '01/07/2018', '01/07/2018'",https://tripadvisor.com/Restaurant_Review-g187147-d782367-Reviews-Le_14_Juillet-Paris_Ile_de_France.html
158,Maloka Alma Brasileira,Paris,"'Brazilian', 'Vegetarian Friendly'",159,4.5,$$ - $$$,629,"'Very cosy and nice food', 'Heaven', '01/03/2018', '08/31/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d6427651-Reviews-Maloka_Alma_Brasileira-Paris_Ile_de_France.html
159,La Bonne Cecile,Paris,"'French', 'European', 'Gluten Free Options'",160,4.5,$$ - $$$,439,"'Seasons evening with an incredible wine', 'Cozy, quiet, and a hidden gem.', '12/30/2017', '12/29/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d3726848-Reviews-La_Bonne_Cecile-Paris_Ile_de_France.html
160,Bistrot 31,Paris,"'Italian', 'French', 'European', 'Vegetarian Friendly'",161,4.5,$$ - $$$,399,"'Far from center, but worthwhile', 'Noisy but good', '01/01/2018', '12/22/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d786308-Reviews-Bistrot_31-Paris_Ile_de_France.html
161,Les Passagers de Beyrouth,Paris,"'Lebanese', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options'",162,4.5,$$ - $$$,388,"'Nice lebanese food', 'Great food, friendly service', '12/10/2017', '12/03/2017'",https://tripadvisor.com/Restaurant_Review-g187147-d7729189-Reviews-Les_Passagers_de_Beyrouth-Paris_Ile_de_France.html
